"地標類型","地標名稱","地址","電話","網址","TWD97_X","TWD97_Y","更新日期","行政區"
"核安集結點","內石門81-10號","石門區淡金公路","","","307069.00000000","2795312.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","六三市民活動中心","金山區三界壇路","","","312552.00000000","2791417.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","六股市民活動中心","金山區三界壇路","","","311915.00000000","2790641.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","公王路圓環路口","三芝區淡金公路","","","300898.00000000","2796403.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","天祥寶塔禪寺","萬里區大和路","","","315592.00000000","2785339.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","天籟溫泉會館","金山區山城路1巷口","","","310019.00000000","2788192.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","加投市民活動中心","萬里區加投路","","","315031.00000000","2789618.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","北15與八甲路路口","石門區淡金公路","","","303483.00000000","2795712.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","北15與青山路路口","三芝區青溪路","","","304518.00000000","2791492.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","北21線阿里磅90號交叉路口","石門區北21線","","","309385.00000000","2794682.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","北21線茂林市民86之1號","石門區北21線","","","309707.00000000","2795753.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","白沙灣別墅","石門區淡金公路","","","301331.00000000","2796710.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","石門阿里荖藝術園區","石門區阿里老坑路","","","311043.00000000","2796908.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","石門區公所","石門區中央路","","","307157.00000000","2798163.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","石門區體育館","石門區淡金公路","","","306612.00000000","2798146.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","伍母樊慈宮前廣場","金山區中山路","","","312702.00000000","2790214.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","尖山子6號","金山區北23線","","","312812.00000000","2792984.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","朱銘美術館","金山區北22線","","","311494.00000000","2793166.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","老梅市民活動中心","石門區老梅路","","","304894.00000000","2797945.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","自強路16號","金山區自強路","","","314515.00000000","2789959.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","妙濟寺","石門區北21線","","","309659.00000000","2794017.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","孝一街前廣場","萬里區台2線","","","318992.00000000","2785625.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","承天宮","金山區磺港路","","","314958.00000000","2790910.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山分局","金山區中山路","","","314549.00000000","2790341.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山青年活動中心","金山區青年路","","","314689.00000000","2790932.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山消防隊","金山區磺港路","","","313303.00000000","2790378.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山財神廟","萬里區龜子山路","","","313140.00000000","2788757.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","金山高中","金山區文化二路","","","314179.00000000","2790791.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山國小","金山區中山路","","","314162.00000000","2790585.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金山郵局","金山區中山路","","","314476.00000000","2790189.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金美國小","金山區忠孝一路","","","314028.00000000","2790438.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","金寶山北23-1線","金山區北23-1線","","","310752.00000000","2793564.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","青山路6k鄭維德宅","三芝區青溪路","","","304162.00000000","2789773.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","青山瀑布入口處","石門區豬漕潭路","","","306285.00000000","2793248.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","屏山天元宮","三芝區屏山路","","","303964.00000000","2793969.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","皇家客運停車場","金山區中山路","","","313957.00000000","2790009.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","茄苳腳福德宮","石門區中央路","","","308504.00000000","2795727.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","茂林市民活動中心","石門區北21線","","","309713.00000000","2795820.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","茂長里4鄰25號路口","三芝區隆山路","","","302526.00000000","2793829.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","茂長里6鄰6號宅前","三芝區隆山路","","","301936.00000000","2794629.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","茂長里8鄰61-3號","三芝區隆山路","","","301630.00000000","2794140.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","韋馱寺","萬里區加投路","","","315321.00000000","2788701.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","香菓園站牌處","金山區海興路(廖添丁廟公車站)","","","313880.00000000","2793212.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","倒照湖25號","金山區北25鄉道","","","309823.00000000","2792342.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","崁腳市民活動中心","萬里區萬崁路","","","315516.00000000","2783675.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","乾華派出所","石門區中央路","","","311286.00000000","2796938.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","停三停車場","萬里區加投路","","","315197.00000000","2789427.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","婚紗廣場","石門區淡金公路","","","303554.00000000","2797789.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","淡金公路與忠義路路口","金山區淡金公路與忠義路路口","","","313710.00000000","2794748.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","清泉市民活動中心","金山區法鼓路","","","313405.00000000","2791924.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","清福宮","金山區清水路","","","313497.00000000","2791106.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","連松二號橋","三芝區青溪路","","","303339.00000000","2790364.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","野柳市民活動中心","萬里區台2線","","","319078.00000000","2788448.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","頂新庄車站","石門區淡金公路","","","302081.00000000","2796589.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","頂寮市民活動中心","萬里區員潭路","","","316076.00000000","2789266.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","富基市民活動中心","石門區淡金公路","","","304436.00000000","2797897.00000000","2023-11-27 17:12:03.39","石門區"
"核安集結點","富福頂山寺(貝殼廟)","石門區屏山路","","","304357.00000000","2792295.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","景美候車亭","萬里區台2線","","","318940.00000000","2784994.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","朝天宮","金山區北25線38號附近","","","310724.00000000","2790076.00000000","2023-11-27 17:12:03.39","金山區"
"核安集結點","陽光別墅","三芝區福海路","","","302224.00000000","2795056.00000000","2023-11-27 17:12:03.39","三芝區"
"核安集結點","新北市立仁愛之家","萬里區台2線","","","318973.00000000","2787842.00000000","2023-11-27 17:12:03.39","萬里區"
"核安集結點","新北市立圖書館萬里分館","萬里區台2線","","","319498.00000000","2785859.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","新庄子候車亭","三芝區淡金公路","","","301227.00000000","2795495.00000000","2023-11-27 17:12:03.643","三芝區"
"核安集結點","新庄里9鄰95號","三芝區車新路","","","301709.00000000","2796220.00000000","2023-11-27 17:12:03.643","三芝區"
"核安集結點","新興宮","萬里區北28鄉道","","","312139.00000000","2782635.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","獅頭路土地公廟","萬里區台2線","","","319729.00000000","2785685.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","萬里區公所","萬里區台2線","","","319516.00000000","2785669.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","萬壽市民活動中心","金山區海興路","","","313638.00000000","2792308.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","聖安宮","石門區中央路","","","307460.00000000","2798803.00000000","2023-11-27 17:12:03.643","石門區"
"核安集結點","聖明宮","石門區豬漕潭路","","","305667.00000000","2796240.00000000","2023-11-27 17:12:03.643","石門區"
"核安集結點","聖德宮","金山區三界壇路","","","312460.00000000","2791509.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","葵扇湖13-3號","金山區北25鄉道(兩湖里公車站)","","","309698.00000000","2791641.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","福惠宮","三芝區青溪路","","","302276.00000000","2789530.00000000","2023-11-27 17:12:03.643","三芝區"
"核安集結點","翡翠灣俱樂部","萬里區台2線","","","319013.00000000","2786781.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","潘氏宗祠(老梅里大丘田38號旁)","石門區老梅里大丘田38號(豬槽壇路隔壁)","","","305158.00000000","2797064.00000000","2023-11-27 17:12:03.643","石門區"
"核安集結點","濆水路與淡金公路路口","金山區清水路","","","313007.00000000","2795781.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","橫山橋頭候車亭","三芝區隆山路","","","303606.00000000","2794606.00000000","2023-11-27 17:12:03.643","三芝區"
"核安集結點","龜吼市民活動中心","萬里區漁澳路","","","318821.00000000","2786874.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","龜吼里福德宮","萬里區漁澳路","","","319241.00000000","2787544.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","濱海高爾夫球場停車場","石門區尖子鹿路","","","307907.00000000","2797030.00000000","2023-11-27 17:12:03.643","石門區"
"核安集結點","環金路與公館崙路口","金山區龜子山路口","","","314207.00000000","2790027.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","磺港安檢所","金山區磺港路","","","315466.00000000","2791436.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","磺港橋頭","金山區磺港路","","","314899.00000000","2791172.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","磺潭市民活動中心","萬里區員潭路","","","315183.00000000","2787942.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","磺潭里老人活動中心","萬里區員潭路","","","315025.00000000","2787433.00000000","2023-11-27 17:12:03.643","萬里區"
"核安集結點","舊漁會","金山區磺港路","","","315352.00000000","2791276.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","豐漁市民活動中心","金山區民生路","","","315135.00000000","2790607.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","鎮天宮","金山區法鼓路","","","312971.00000000","2791876.00000000","2023-11-27 17:12:03.643","金山區"
"核安集結點","觀航寺","石門區智成街","","","302346.00000000","2797201.00000000","2023-11-27 17:12:03.643","石門區"
"消防機關","內政部消防署基隆港務消防隊臺北港分隊","新北市八里區訊塘里6鄰商港路122號","02-26196151","","289492.64000000","2782626.31000000","2023-11-27 17:12:03.643","八里區"
"消防機關","特搜救災救護大隊秀峰分隊","新北市汐止區復興里1鄰忠孝東路1-1號","02-26412052","","316287.28000000","2773041.88000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","特搜救災救護大隊南雅分隊","新北市板橋區華東里5鄰南雅南路二段15號","02-89513518","","295819.93000000","2765996.08000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","特搜救災救護大隊慈福分隊","新北市三重區慈化里14鄰溪尾街301號","02-28575564","","299188.19000000","2775103.06000000","2023-11-27 17:12:03.643","三重區"
"消防機關","特搜救災救護大隊德音分隊","新北市五股區水碓里22鄰明德路8號","02-22912363","","293726.31000000","2773760.99000000","2023-11-27 17:12:03.643","五股區"
"消防機關","第一救災救護大隊大觀分隊","新北市板橋區浮洲里24鄰大觀路一段38巷臨1-3號","02-29666144","","294763.12000000","2766328.63000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊民生分隊","新北市板橋區介壽里17鄰民生路二段臨56-2號","02-29563260","","297659.17000000","2767840.67000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊板橋分隊","新北市板橋區廣德里2鄰重慶路293號","02-29554614","","296773.93000000","2765759.67000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊海山分隊","新北市板橋區幸福里16鄰英士路151號","02-22596285","","296419.03000000","2768519.53000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊莒光分隊","新北市板橋區華翠里10鄰莒光路161號1樓","02-22515614","","297829.04000000","2768553.01000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊新板分隊","新北市板橋區深丘里5鄰民族路57號","02-29557119","","296875.05000000","2766870.00000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第一救災救護大隊溪崑分隊","新北市板橋區堂春里4鄰篤行路二段135號","02-26878815","","293442.29000000","2764592.74000000","2023-11-27 17:12:03.643","板橋區"
"消防機關","第七救災救護大隊中和分隊","新北市中和區佳和里8鄰中山路二段64巷11號1樓","02-22491819","","300793.85000000","2766495.37000000","2023-11-27 17:12:03.643","中和區"
"消防機關","第七救災救護大隊永平分隊","新北市永和區新生里18鄰環河西路二段177-1號1樓","02-32335119","","300985.56000000","2767365.14000000","2023-11-27 17:12:03.643","永和區"
"消防機關","第七救災救護大隊永利分隊","新北市永和區福和里22鄰永利路72-1號","02-29280206","","302516.50000000","2766335.51000000","2023-11-27 17:12:03.643","永和區"
"消防機關","第七救災救護大隊永和中隊","新北市永和區福和里22鄰永利路72-1號4樓","02-29280206","","302516.50000000","2766335.51000000","2023-11-27 17:12:03.643","永和區"
"消防機關","第七救災救護大隊永和分隊","新北市永和區豫溪里15鄰警光街1-1號","02-29214784","","302499.01000000","2766934.80000000","2023-11-27 17:12:03.643","永和區"
"消防機關","第七救災救護大隊南勢分隊","新北市中和區外南里2鄰南山路236號","02-29440056","","301150.88000000","2764733.19000000","2023-11-27 17:12:03.643","中和區"
"消防機關","第七救災救護大隊員山分隊","新北市中和區員富里4鄰中正路1163號","02-22259418","","298610.94000000","2766873.23000000","2023-11-27 17:12:03.643","中和區"
"消防機關","第七救災救護大隊國光分隊","新北市中和區自強里1鄰莒光路160-1號","02-89513511","","297704.17000000","2765806.89000000","2023-11-27 17:12:03.643","中和區"
"消防機關","第二救災救護大隊中港分隊","新北市新莊區中原里29鄰中原路512號","02-85216119","","295070.00000000","2771895.77000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第二救災救護大隊五工分隊","新北市新莊區福興里1鄰五工路97巷5號","02-89903673","","296080.91000000","2772862.41000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第二救災救護大隊五股分隊","新北市五股區五股里9鄰工商路1號","02-22921119","","294365.74000000","2774984.05000000","2023-11-27 17:12:03.643","五股區"
"消防機關","第二救災救護大隊文化分隊","新北市林口區南勢里22鄰文化三路一段302號","02-26089803","","286608.81000000","2773571.31000000","2023-11-27 17:12:03.643","林口區"
"消防機關","第二救災救護大隊更寮分隊","新北市五股區更寮里5鄰中興路二段83巷26-6號","02-29884119","","296352.60000000","2774206.59000000","2023-11-27 17:12:03.643","五股區"
"消防機關","第二救災救護大隊林口分隊","新北市林口區西林里4鄰中山路137號","02-26011166","","289179.19000000","2774564.63000000","2023-11-27 17:12:03.643","林口區"
"消防機關","第二救災救護大隊泰山分隊","新北市泰山區義學里16鄰明志路二段188號","02-22962640","","293123.68000000","2771390.42000000","2023-11-27 17:12:03.643","泰山區"
"消防機關","第二救災救護大隊新莊分隊","新北市新莊區興漢里22鄰中正路170號1樓","02-29924050","","295510.14000000","2769833.79000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第二救災救護大隊裕民分隊","新北市新莊區裕民里23鄰裕民街136號","02-29022119","","292163.42000000","2768266.65000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第二救災救護大隊福營分隊","新北市新莊區福營里14鄰福營路279號","02-29032119","","293153.41000000","2769106.69000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第二救災救護大隊頭前分隊","新北市新莊區化成里15鄰幸福東路7號","02-29922259","","297120.05000000","2771302.55000000","2023-11-27 17:12:03.643","新莊區"
"消防機關","第三救災救護大隊二重分隊","新北市三重區頂崁里28鄰中興北街225號","02-29959720","","297330.26000000","2772347.24000000","2023-11-27 17:12:03.643","三重區"
"消防機關","第三救災救護大隊八里分隊","新北市八里區頂罟里7鄰中山路二段76號","02-26102718","","291148.65000000","2783100.03000000","2023-11-27 17:12:03.643","八里區"
"消防機關","第三救災救護大隊三芝分隊","新北市三芝區埔頭里27鄰中山路一段10號","02-26362457","","300426.61000000","2794508.51000000","2023-11-27 17:12:03.643","三芝區"
"消防機關","第三救災救護大隊三重分隊","新北市三重區福利里10鄰文化南路44號","02-29750105","","300497.29000000","2772534.00000000","2023-11-27 17:12:03.643","三重區"
"消防機關","第三救災救護大隊成功分隊","新北市蘆洲區得仁里15鄰中山一路415號","02-22821119","","297309.42000000","2774360.39000000","2023-11-27 17:12:03.643","蘆洲區"
"消防機關","第三救災救護大隊竹圍分隊","新北市淡水區福德里10鄰民權路92號","02-28085242","","296377.77000000","2780197.09000000","2023-11-27 17:12:03.643","淡水區"
"消防機關","第三救災救護大隊重陽分隊","新北市三重區過田里8鄰重陽路一段123號","02-29889009","","299132.58000000","2772637.03000000","2023-11-27 17:12:03.643","三重區"
"消防機關","第三救災救護大隊淡水分隊","新北市淡水區新義里1鄰新生街29號","02-26210140","","294320.95000000","2785223.68000000","2023-11-27 17:12:03.643","淡水區"
"消防機關","第三救災救護大隊滬尾分隊","新北市淡水區新生里7鄰中正路15巷5號","02-26263961","","294062.31000000","2784846.13000000","2023-11-27 17:12:03.643","淡水區"
"消防機關","第三救災救護大隊龍源分隊","新北市八里區龍源里19鄰龍米路一段225號","02-26181730","","295511.95000000","2780513.17000000","2023-11-27 17:12:03.643","八里區"
"消防機關","第三救災救護大隊蘆洲分隊","新北市蘆洲區正義里4鄰長榮路792號","02-22858100","","296536.32000000","2776156.94000000","2023-11-27 17:12:03.643","蘆洲區"
"消防機關","第五救災救護大隊三峽分隊","新北市三峽區礁溪里20鄰中正路一段46號","02-26711119","","287909.02000000","2758147.84000000","2023-11-27 17:12:03.643","三峽區"
"消防機關","第五救災救護大隊土城中隊","新北市土城區埤塘里13鄰金城路一段90號","02-22602524","","294941.18000000","2762897.29000000","2023-11-27 17:12:03.643","土城區"
"消防機關","第五救災救護大隊土城分隊","新北市土城區埤塘里13鄰金城路一段90號","02-22602524","","294941.18000000","2762897.29000000","2023-11-27 17:12:03.643","土城區"
"消防機關","第五救災救護大隊柑園分隊","新北市樹林區東園里13鄰柑園街一段60號","02-26802134","","290686.17000000","2761457.75000000","2023-11-27 17:12:03.643","樹林區"
"消防機關","第五救災救護大隊清水分隊","新北市土城區清溪里1鄰青雲路35號","02-22615281","","296450.18000000","2764587.58000000","2023-11-27 17:12:03.643","土城區"
"消防機關","第五救災救護大隊頂埔分隊","新北市土城區沛陂里9鄰中山路49號","02-22681574","","292552.50000000","2761755.33000000","2023-11-27 17:12:03.643","土城區"
"消防機關","第五救災救護大隊隆恩分隊","新北市三峽區龍恩里30鄰隆恩街247號","02-26747927","","286087.38000000","2759256.94000000","2023-11-27 17:12:03.643","三峽區"
"消防機關","第五救災救護大隊樹林中隊","新北市樹林區彭興里41鄰環漢路五段50號4樓","02-86859790","","292572.92000000","2763024.09000000","2023-11-27 17:12:03.643","樹林區"
"消防機關","第五救災救護大隊樹林分隊","新北市樹林區彭興里41鄰環漢路五段50號","02-86859790","","292572.82000000","2763023.58000000","2023-11-27 17:12:03.643","樹林區"
"消防機關","第五救災救護大隊樹潭分隊","新北市樹林區圳民里16鄰俊保路160號","02-26822119","","292517.11000000","2766681.22000000","2023-11-27 17:12:03.643","樹林區"
"消防機關","第五救災救護大隊鶯歌分隊","新北市鶯歌區永昌里13鄰建國路420號","02-26792082","","284619.23000000","2760492.24000000","2023-11-27 17:12:03.643","鶯歌區"
"消防機關","第六救災救護大隊九份分隊","新北市瑞芳區永慶里9鄰崙頂路1-5號","02-24061500","","335402.45000000","2777802.05000000","2023-11-27 17:12:03.643","瑞芳區"
"消防機關","第六救災救護大隊平溪分隊","新北市平溪區白石里9鄰靜安路二段289號","02-24951119","","323905.98000000","2768553.11000000","2023-11-27 17:12:03.643","平溪區"
"消防機關","第六救災救護大隊石門分隊","新北市石門區尖鹿里3鄰中山路64-1號","02-26381619","","307140.37000000","2798109.72000000","2023-11-27 17:12:03.643","石門區"
"消防機關","第六救災救護大隊汐止分隊","新北市汐止區義民里20鄰大同路二段447號","02-26413249","","316538.24000000","2773442.39000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","第六救災救護大隊社后分隊","新北市汐止區中興里4鄰福德一路236號","02-86931911","","313959.27000000","2773127.92000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","第六救災救護大隊金山分隊","新北市金山區五湖里12鄰南勢54號","02-24982519","","313296.28000000","2790400.13000000","2023-11-27 17:12:03.643","金山區"
"消防機關","第六救災救護大隊長青分隊","新北市汐止區長青里4鄰永春一路4號","02-26451334","","310864.43000000","2778406.59000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","第六救災救護大隊保長分隊","新北市汐止區保安里6鄰大同路三段469號","02-86485736","","318553.51000000","2773847.04000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","第六救災救護大隊貢寮分隊","新北市貢寮區貢寮里8鄰朝陽街66號","02-24941314","","341830.26000000","2768516.60000000","2023-11-27 17:12:03.643","貢寮區"
"消防機關","第六救災救護大隊瑞芳分隊","新北市瑞芳區龍興里8鄰中正路30號","02-24971600","","331448.85000000","2777907.80000000","2023-11-27 17:12:03.643","瑞芳區"
"消防機關","第六救災救護大隊瑞亭分隊","新北市瑞芳區吉安里15鄰大埔路172號","02-24578174","","326873.33000000","2777323.68000000","2023-11-27 17:12:03.643","瑞芳區"
"消防機關","第六救災救護大隊萬里分隊","新北市萬里區萬里里5鄰瑪鋉路223號","02-24922739","","319490.12000000","2785892.74000000","2023-11-27 17:12:03.643","萬里區"
"消防機關","第六救災救護大隊橫科分隊","新北市汐止區橫科里34鄰橫科路119號","02-26600623","","312572.92000000","2771516.80000000","2023-11-27 17:12:03.643","汐止區"
"消防機關","第六救災救護大隊雙溪分隊","新北市雙溪區共和里13鄰中山路45號","02-24931314","","337450.68000000","2769593.95000000","2023-11-27 17:12:03.643","雙溪區"
"消防機關","第四救災救護大隊石碇分隊","新北市石碇區潭邊里6鄰碇坪路一段81號","02-26632234","","316697.39000000","2764965.44000000","2023-11-27 17:12:03.643","石碇區"
"消防機關","第四救災救護大隊安和分隊","新北市新店區永平里1鄰安和路三段3號","02-29486936","","302207.50000000","2763693.25000000","2023-11-27 17:12:03.643","新店區"
"消防機關","第四救災救護大隊安康分隊","新北市新店區雙城里2鄰安康路三段2號2樓","02-22141860","","299857.45000000","2760753.61000000","2023-11-27 17:12:03.643","新店區"
"消防機關","第四救災救護大隊坪林分隊","新北市坪林區坪林里1鄰國中路1號","02-26656119","","321964.63000000","2758949.26000000","2023-11-27 17:12:03.643","坪林區"
"消防機關","第四救災救護大隊直潭分隊","新北市新店區直潭里14鄰直潭十街25號","02-26660170","","303960.69000000","2759081.52000000","2023-11-27 17:12:03.643","新店區"
"消防機關","第四救災救護大隊烏來分隊","新北市烏來區烏來里15鄰環山路51號","02-26616187","","305434.70000000","2750821.76000000","2023-11-27 17:12:04.533","烏來區"
"消防機關","第四救災救護大隊雪山分隊","新北市坪林區坪林里12鄰坪雙路一段56號","02-26658330","","322102.15000000","2759641.18000000","2023-11-27 17:12:04.533","坪林區"
"消防機關","第四救災救護大隊新店中隊","新北市深坑區昇高里4鄰文山路一段35號4樓","02-29435119","","313401.04000000","2766216.90000000","2023-11-27 17:12:04.533","深坑區"
"消防機關","第四救災救護大隊新店分隊","新北市新店區五[峰]里1鄰北新路一段98號","02-29117947","","304743.80000000","2762465.14000000","2023-11-27 17:12:04.533","新店區"
"消防機關","新北市政府消防局","新北市板橋區華東里5鄰南雅南路二段15號","02-89519119","","295819.93000000","2765996.08000000","2023-11-27 17:12:04.533","板橋區"
"消防機關","新北市政府消防局車輛保養中心","新北市三峽區龍恩里30鄰隆恩街247號","02-86719597","","286087.38000000","2759256.94000000","2023-11-27 17:12:04.533","三峽區"
"消防機關","新北市政府消防局特搜救災救護大隊部","新北市板橋區華東里5鄰南雅南路二段15號","02-89513513","","295819.93000000","2765996.08000000","2023-11-27 17:12:04.533","板橋區"
"消防機關","新北市政府消防局深坑分隊","新北市深坑區昇高里4鄰文山路一段35號1樓","02-26621115","","313401.24000000","2766217.71000000","2023-11-27 17:12:04.533","深坑區"
"消防機關","新北市政府消防局第一救災救護大隊部","新北市板橋區華翠里10鄰莒光路161號3樓","02-22528119","","297829.04000000","2768553.01000000","2023-11-27 17:12:04.533","板橋區"
"消防機關","新北市政府消防局第七救災救護大隊部","新北市中和區佳和里8鄰中山路二段64巷11號4樓","02-22477464","","300793.85000000","2766495.37000000","2023-11-27 17:12:04.533","中和區"
"消防機關","新北市政府消防局第二救災救護大隊部","新北市新莊區興漢里22鄰中正路170號5樓","02-29985958","","295510.14000000","2769833.79000000","2023-11-27 17:12:04.533","新莊區"
"消防機關","新北市政府消防局第三救災救護大隊部","新北市蘆洲區正義里4鄰長榮路792號6樓","02-82859119","","296538.24000000","2776158.96000000","2023-11-27 17:12:04.533","蘆洲區"
"消防機關","新北市政府消防局第五救災救護大隊部","新北市三峽區龍恩里30鄰隆恩街247號3樓","02-86713380","","286087.38000000","2759256.94000000","2023-11-27 17:12:04.533","三峽區"
"消防機關","新北市政府消防局第六救災救護大隊部","新北市汐止區中興里4鄰福德一路236號6樓","02-26947119","","313960.99000000","2773129.34000000","2023-11-27 17:12:04.533","汐止區"
"消防機關","新北市政府消防局第四救災救護大隊部","新北市新店區五[峰]里1鄰北新路一段98號5樓","02-29110163","","304743.80000000","2762464.03000000","2023-11-27 17:12:04.533","新店區"
"海嘯避難大樓","三芝區中山立體停車場（可容納200人）","三芝區中山路一段6號","","","300394.00000000","2794541.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","三芝區公有市場（可容納180人）","三芝區民生街31號","","","300744.00000000","2794284.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","三芝區公所（可容納160人）","三芝區中山路一段32號","","","300446.00000000","2794423.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","三芝區農會（可容納150人）","三芝區中山路一段6號","","","300453.00000000","2794504.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","三芝國小（可容納1280人）","三芝區育英街22號","","","300515.00000000","2794432.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","三芝國中（可容納500人）","三芝區淡金路一段38號","","","300550.00000000","2794565.00000000","2023-11-27 17:12:04.533","三芝區"
"海嘯避難大樓","仁和宮（可容納110人）","貢寮區人里里仁和路9號","","","343126.00000000","2771822.00000000","2023-11-27 17:12:04.533","貢寮區"
"海嘯避難大樓","石門區公所（可容納424人）","石門區尖鹿里中山路66號","","","307154.00000000","2798159.00000000","2023-11-27 17:12:04.533","石門區"
"海嘯避難大樓","石門區衛生所（可容納50人）","石門區中山路28-1號","","","307001.00000000","2798042.00000000","2023-11-27 17:12:04.533","石門區"
